1.500000000000000000e+00,6.596888971858120065e+00,9.131778671239799694e-01,3.400266852500290149e+00,4.353500306598390157e-01,1.153656862386859938e+00,3.502796225442310063e-01,2.794664090698359971e-01,2.134088137074920122e-01,4.795182670491939803e+00
1.500000000000000000e+00,2.096888971858120065e+00,2.388177867123979947e+00,8.400266852500289261e+00,1.185350030659839904e+00,4.286568623868560191e-01,1.250279622544230085e+00,1.394664090698360115e-01,7.134088137074919844e-01,9.795182670491939803e+00
1.500000000000000000e+00,8.846888971858119177e+00,1.650677867123979903e+00,5.900266852500290149e+00,8.103500306598390157e-01,7.911568623868560080e-01,8.002796225442310174e-01,6.946640906983569952e-02,4.634088137074919844e-01,2.295182670491939803e+00
1.500000000000000000e+00,4.346888971858120065e+00,1.756778671239790091e-01,9.002668525002880395e-01,6.035003065983880061e-02,6.615686238685609954e-02,1.700279622544230040e+00,2.094664090698359904e-01,9.634088137074919844e-01,7.295182670491939803e+00
1.500000000000000000e+00,7.721888971858120065e+00,2.756927867123979858e+00,2.150266852500290149e+00,6.228500306598390157e-01,1.334906862386860071e+00,1.025279622544229996e+00,1.044664090698359943e-01,5.884088137074919844e-01,8.545182670491939803e+00
1.500000000000000000e+00,3.221888971858120065e+00,1.281927867123979992e+00,7.150266852500290149e+00,1.372850030659839904e+00,6.099068623868559857e-01,1.925279622544229907e+00,2.444664090698359937e-01,8.840881370749190116e-02,3.545182670491939803e+00
1.500000000000000000e+00,9.971888971858119177e+00,5.444278671239799472e-01,9.650266852500289261e+00,9.978500306598390157e-01,9.724068623868560302e-01,5.752796225442310396e-01,1.744664090698359871e-01,8.384088137074919844e-01,6.045182670491939803e+00
1.500000000000000000e+00,5.471888971858120065e+00,2.019427867123980036e+00,4.650266852500290149e+00,2.478500306598389880e-01,2.474068623868559968e-01,1.475279622544229952e+00,3.446640906983570313e-02,3.384088137074919844e-01,1.045182670491940025e+00
1.500000000000000000e+00,6.034388971858120065e+00,2.203802867123980214e+00,7.775266852500290149e+00,1.541000306598389880e-01,7.005318623868560524e-01,4.627796225442309952e-01,5.196640906983569785e-02,4.009088137074919844e-01,1.670182670491940025e+00
1.500000000000000000e+00,1.534388971858120065e+00,7.288028671239800138e-01,2.775266852500290149e+00,9.041000306598390157e-01,1.425531862386860027e+00,1.362779622544229907e+00,1.919664090698360026e-01,9.009088137074919844e-01,6.670182670491939803e+00
1.500000000000000000e+00,8.284388971858119177e+00,1.466302867123979947e+00,2.752668525002879840e-01,1.279100030659839904e+00,3.380318623868560080e-01,9.127796225442309508e-01,2.619664090698359815e-01,1.509088137074920122e-01,4.170182670491939803e+00
1.500000000000000000e+00,3.784388971858120065e+00,2.941302867123980036e+00,5.275266852500290149e+00,5.291000306598390157e-01,1.063031862386859983e+00,1.812779622544230085e+00,1.219664090698359959e-01,6.509088137074919844e-01,9.170182670491939803e+00
1.500000000000000000e+00,7.159388971858120065e+00,3.600528671239789924e-01,6.525266852500290149e+00,3.416000306598390157e-01,5.192818623868560302e-01,6.877796225442309730e-01,1.569664090698359993e-01,7.759088137074919844e-01,5.420182670491939803e+00
1.500000000000000000e+00,2.659388971858120065e+00,1.835052867123980080e+00,1.525266852500289927e+00,1.091600030659839904e+00,1.244281862386859894e+00,1.587779622544229996e+00,1.696640906983570146e-02,2.759088137074919844e-01,4.201826704919410238e-01
1.500000000000000000e+00,9.409388971858119177e+00,2.572552867123980125e+00,4.025266852500290149e+00,1.466600030659839904e+00,1.567818623868560135e-01,2.377796225442309896e-01,8.696640906983570118e-02,5.259088137074919844e-01,7.920182670491939803e+00
1.500000000000000000e+00,4.909388971858120065e+00,1.097552867123980036e+00,9.025266852500289261e+00,7.166000306598390157e-01,8.817818623868559635e-01,1.137779622544230040e+00,2.269664090698360059e-01,2.590881370749190116e-02,2.920182670491939803e+00
1.500000000000000000e+00,6.315638971858120065e+00,2.295990367123979858e+00,7.462766852500290149e+00,1.044725030659839904e+00,3.833443623868559857e-01,1.756529622544229952e+00,1.832164090698359948e-01,7.446588137074919844e-01,3.232682670491939803e+00
1.500000000000000000e+00,1.815638971858120065e+00,8.209903671239799916e-01,2.462766852500290149e+00,2.947250306598390157e-01,1.108344362386860071e+00,8.565296225442310396e-01,4.321640906983569702e-02,2.446588137074920122e-01,8.232682670491939803e+00
1.500000000000000000e+00,8.565638971858119177e+00,8.349036712397940596e-02,4.962766852500290149e+00,6.697250306598390157e-01,7.458443623868560302e-01,1.306529622544229996e+00,1.132164090698360021e-01,9.946588137074919844e-01,7.326826704919410238e-01
1.500000000000000000e+00,4.065638971858120065e+00,1.558490367123980036e+00,9.962766852500289261e+00,1.419725030659839904e+00,1.470844362386859894e+00,4.065296225442309730e-01,2.532164090698360015e-01,4.946588137074919844e-01,5.732682670491939803e+00
1.500000000000000000e+00,7.440638971858120065e+00,1.189740367123979903e+00,8.712766852500289261e+00,8.572250306598390157e-01,2.020943623868559913e-01,1.531529622544230085e+00,8.216409069835719711e-03,1.196588137074919983e-01,9.482682670491939803e+00
1.500000000000000000e+00,2.940638971858120065e+00,2.664740367123980214e+00,3.712766852500290149e+00,1.072250306598390018e-01,9.270943623868560524e-01,6.315296225442309508e-01,1.482164090698359915e-01,6.196588137074919844e-01,4.482682670491939803e+00
1.500000000000000000e+00,9.690638971858119177e+00,1.927240367123979947e+00,1.212766852500289927e+00,4.822250306598390157e-01,5.645943623868560080e-01,1.981529622544230040e+00,2.182164090698359982e-01,3.696588137074919844e-01,6.982682670491939803e+00
1.500000000000000000e+00,5.190638971858120065e+00,4.522403671239790257e-01,6.212766852500290149e+00,1.232225030659839904e+00,1.289594362386859983e+00,1.081529622544229907e+00,7.821640906983569341e-02,8.696588137074919844e-01,1.982682670491940025e+00
1.500000000000000000e+00,5.753138971858120065e+00,6.366153671239790368e-01,1.837766852500289927e+00,1.325975030659839904e+00,8.364693623868559857e-01,1.869029622544229996e+00,1.307164090698360037e-01,9.321588137074919844e-01,1.076826704919409960e-01
1.500000000000000000e+00,1.253138971858120065e+00,2.111615367123980125e+00,6.837766852500290149e+00,5.759750306598390157e-01,1.114693623868559941e-01,9.690296225442309730e-01,2.707164090698360170e-01,4.321588137074919844e-01,5.107682670491939803e+00
1.500000000000000000e+00,8.003138971858119177e+00,2.849115367123979947e+00,9.337766852500289261e+00,2.009750306598389880e-01,1.198969362386860027e+00,1.419029622544230040e+00,2.007164090698360104e-01,6.821588137074919844e-01,2.607682670491939803e+00
1.500000000000000000e+00,3.503138971858120065e+00,1.374115367123980080e+00,4.337766852500290149e+00,9.509750306598390157e-01,4.739693623868559968e-01,5.190296225442310174e-01,6.071640906983569869e-02,1.821588137074920122e-01,7.607682670491939803e+00
1.500000000000000000e+00,6.878138971858120065e+00,1.742865367123979992e+00,3.087766852500290149e+00,1.138475030659839904e+00,1.017719362386859894e+00,1.194029622544229952e+00,2.357164090698360137e-01,3.071588137074919844e-01,6.357682670491939803e+00
1.500000000000000000e+00,2.378138971858120065e+00,2.678653671239790146e-01,8.087766852500289261e+00,3.884750306598390157e-01,2.927193623868559746e-01,2.940296225442309841e-01,9.571640906983569508e-02,8.071588137074919844e-01,1.357682670491940025e+00
1.500000000000000000e+00,9.128138971858119177e+00,1.005365367123979947e+00,5.587766852500290149e+00,1.347503065983880061e-02,1.380219362386859938e+00,1.644029622544229907e+00,2.571640906983569883e-02,5.715881370749190116e-02,8.857682670491939803e+00
1.500000000000000000e+00,4.628138971858120065e+00,2.480365367123980036e+00,5.877668525002880395e-01,7.634750306598390157e-01,6.552193623868559635e-01,7.440296225442309952e-01,1.657164090698360071e-01,5.571588137074919844e-01,3.857682670491939803e+00
1.500000000000000000e+00,6.456263971858120065e+00,1.604584117123980080e+00,4.315168525002879840e-01,3.650375306598390157e-01,2.247506123868560080e-01,5.471546225442309730e-01,1.175914090698360059e-01,7.278381370749190116e-02,6.826432670491939803e+00
